Aikajakso 01.01.2016 - 31.12.2016,Sähkönkulutus mitattu kWh,Päiväsähkönkulutus (klo 07-22) mitattu kWh,Yösähkönkulutus (klo 22-07) mitattu kWh,Lämpötila °C,"Pörssisähkön hinta, sis. alv snt/kWh",
to 14.01.2016 05:00 - 06:00,2.497,0.000,2.497,-10.40,3.19,
to 14.01.2016 06:00 - 07:00,6.185,0.000,6.185,-10.70,4.13,
to 14.01.2016 07:00 - 08:00,2.825,2.825,0.000,-10.70,4.28,
to 14.01.2016 08:00 - 09:00,3.507,3.507,0.000,-10.60,8.67,
to 14.01.2016 09:00 - 10:00,2.807,2.807,0.000,-10.60,10.99,
to 14.01.2016 10:00 - 11:00,2.163,2.163,0.000,-10.60,8.68,
to 14.01.2016 11:00 - 12:00,1.876,1.876,0.000,-10.50,6.15,
to 14.01.2016 12:00 - 13:00,1.822,1.822,0.000,-10.10,6.21,
to 14.01.2016 13:00 - 14:00,1.886,1.886,0.000,-10.40,7.33,
to 14.01.2016 14:00 - 15:00,2.848,2.848,0.000,-10.30,8.27,
to 14.01.2016 15:00 - 16:00,2.848,2.848,0.000,-10.30,7.54,
to 14.01.2016 16:00 - 17:00,2.638,2.638,0.000,-9.70,8.21,
to 14.01.2016 17:00 - 18:00,2.460,2.460,0.000,-9.40,16.42,
to 14.01.2016 18:00 - 19:00,2.740,2.740,0.000,-9.30,19.21,
to 14.01.2016 19:00 - 20:00,2.364,2.364,0.000,-9.60,14.97,
to 14.01.2016 20:00 - 21:00,3.221,3.221,0.000,-8.60,7.70,
to 14.01.2016 21:00 - 22:00,3.310,3.310,0.000,-8.30,4.87,
to 14.01.2016 22:00 - 23:00,5.478,0.000,5.478,-8.10,4.11,
to 14.01.2016 23:00 - 00:00,5.065,0.000,5.065,-7.90,3.63,
pe 15.01.2016 00:00 - 01:00,3.018,0.000,3.018,-8.80,3.11,
pe 15.01.2016 01:00 - 02:00,1.640,0.000,1.640,-11.00,3.05,
pe 15.01.2016 02:00 - 03:00,2.123,0.000,2.123,-12.00,2.98,
pe 15.01.2016 03:00 - 04:00,2.303,0.000,2.303,-13.80,2.89,
pe 15.01.2016 04:00 - 05:00,3.457,0.000,3.457,-15.70,2.98,
pe 15.01.2016 05:00 - 06:00,3.544,0.000,3.544,-17.60,4.11,
pe 15.01.2016 06:00 - 07:00,2.808,0.000,2.808,-18.30,5.26,
pe 15.01.2016 07:00 - 08:00,3.134,3.134,0.000,-19.50,5.79,
pe 15.01.2016 08:00 - 09:00,3.117,3.117,0.000,-18.40,14.87,
pe 15.01.2016 09:00 - 10:00,3.397,3.397,0.000,-18.20,16.67,
pe 15.01.2016 10:00 - 11:00,4.089,4.089,0.000,-17.80,18.60,
pe 15.01.2016 11:00 - 12:00,3.250,3.250,0.000,-17.30,7.19,
pe 15.01.2016 12:00 - 13:00,3.133,3.133,0.000,-16.30,6.90,
pe 15.01.2016 13:00 - 14:00,3.524,3.524,0.000,-16.20,7.15,
pe 15.01.2016 14:00 - 15:00,3.538,3.538,0.000,-15.80,7.02,
pe 15.01.2016 15:00 - 16:00,3.798,3.798,0.000,-15.70,5.90,
pe 15.01.2016 16:00 - 17:00,4.361,4.361,0.000,-15.80,6.00,
pe 15.01.2016 17:00 - 18:00,4.150,4.150,0.000,-14.70,12.59,
pe 15.01.2016 18:00 - 19:00,3.517,3.517,0.000,-14.00,18.59,
pe 15.01.2016 19:00 - 20:00,3.142,3.142,0.000,-14.00,11.17,
pe 15.01.2016 20:00 - 21:00,2.784,2.784,0.000,-14.00,5.63,
pe 15.01.2016 21:00 - 22:00,2.217,2.217,0.000,-13.90,4.18,
pe 15.01.2016 22:00 - 23:00,2.650,0.000,2.650,-13.30,3.84,
pe 15.01.2016 23:00 - 00:00,5.730,0.000,5.730,-12.90,3.71,
la 16.01.2016 00:00 - 01:00,5.183,0.000,5.183,-12.80,3.14,
la 16.01.2016 01:00 - 02:00,5.096,0.000,5.096,-12.20,3.28,
la 16.01.2016 02:00 - 03:00,3.240,0.000,3.240,-12.10,3.19,
la 16.01.2016 03:00 - 04:00,1.921,0.000,1.921,-12.90,3.08,
la 16.01.2016 04:00 - 05:00,3.296,0.000,3.296,-13.10,3.02,
la 16.01.2016 05:00 - 06:00,3.153,0.000,3.153,-12.50,2.98,
la 16.01.2016 06:00 - 07:00,4.979,0.000,4.979,-11.70,3.06,
la 16.01.2016 07:00 - 08:00,3.303,3.303,0.000,-11.80,3.00,
la 16.01.2016 08:00 - 09:00,2.847,2.847,0.000,-11.40,3.27,
la 16.01.2016 09:00 - 10:00,2.006,2.006,0.000,-10.80,3.30,
la 16.01.2016 10:00 - 11:00,2.330,2.330,0.000,-10.50,3.92,
la 16.01.2016 11:00 - 12:00,3.230,3.230,0.000,-10.30,4.14,
la 16.01.2016 12:00 - 13:00,1.798,1.798,0.000,-9.00,4.12,
la 16.01.2016 13:00 - 14:00,1.205,1.205,0.000,-9.00,3.62,
la 16.01.2016 14:00 - 15:00,1.036,1.036,0.000,-10.00,3.26,
la 16.01.2016 15:00 - 16:00,1.554,1.554,0.000,-11.70,4.07,
la 16.01.2016 16:00 - 17:00,1.029,1.029,0.000,-13.30,4.36,
la 16.01.2016 17:00 - 18:00,1.216,1.216,0.000,-14.40,5.55,
la 16.01.2016 18:00 - 19:00,1.727,1.727,0.000,-15.40,5.20,
la 16.01.2016 19:00 - 20:00,1.995,1.995,0.000,-16.80,5.05,
la 16.01.2016 20:00 - 21:00,1.859,1.859,0.000,-17.80,4.13,
la 16.01.2016 21:00 - 22:00,2.846,2.846,0.000,-18.30,3.25,
la 16.01.2016 22:00 - 23:00,3.204,0.000,3.204,-18.80,3.84,
la 16.01.2016 23:00 - 00:00,4.382,0.000,4.382,-19.50,3.19,
su 17.01.2016 00:00 - 01:00,4.037,0.000,4.037,-20.10,2.92,
su 17.01.2016 01:00 - 02:00,4.874,0.000,4.874,-21.00,2.71,
su 17.01.2016 02:00 - 03:00,2.546,0.000,2.546,-22.10,2.51,
su 17.01.2016 03:00 - 04:00,2.062,0.000,2.062,-23.00,2.57,
su 17.01.2016 04:00 - 05:00,1.815,0.000,1.815,-23.70,2.60,
su 17.01.2016 05:00 - 06:00,2.465,0.000,2.465,-24.00,2.59,
su 17.01.2016 06:00 - 07:00,2.217,0.000,2.217,-24.60,2.60,
su 17.01.2016 07:00 - 08:00,3.389,3.389,0.000,-25.20,2.49,
su 17.01.2016 08:00 - 09:00,3.295,3.295,0.000,-25.00,2.77,
su 17.01.2016 09:00 - 10:00,3.118,3.118,0.000,-25.10,2.92,
su 17.01.2016 10:00 - 11:00,2.056,2.056,0.000,-25.50,3.05,
su 17.01.2016 11:00 - 12:00,2.420,2.420,0.000,-25.20,3.28,
su 17.01.2016 12:00 - 13:00,2.334,2.334,0.000,-24.80,3.38,
su 17.01.2016 13:00 - 14:00,1.489,1.489,0.000,-24.50,3.22,
su 17.01.2016 14:00 - 15:00,1.741,1.741,0.000,-24.40,3.22,
su 17.01.2016 15:00 - 16:00,2.544,2.544,0.000,-24.90,3.85,
su 17.01.2016 16:00 - 17:00,2.382,2.382,0.000,-25.50,4.34,
su 17.01.2016 17:00 - 18:00,2.631,2.631,0.000,-25.30,4.33,
su 17.01.2016 18:00 - 19:00,5.705,5.705,0.000,-25.60,4.90,
su 17.01.2016 19:00 - 20:00,4.446,4.446,0.000,-25.60,5.31,
su 17.01.2016 20:00 - 21:00,3.810,3.810,0.000,-27.90,4.71,
su 17.01.2016 21:00 - 22:00,2.932,2.932,0.000,-27.00,4.00,
su 17.01.2016 22:00 - 23:00,5.107,0.000,5.107,-26.90,4.07,
su 17.01.2016 23:00 - 00:00,5.280,0.000,5.280,-26.70,3.71,
ma 18.01.2016 00:00 - 01:00,4.415,0.000,4.415,-26.60,3.02,
ma 18.01.2016 01:00 - 02:00,2.184,0.000,2.184,-26.00,2.97,
ma 18.01.2016 02:00 - 03:00,3.273,0.000,3.273,-23.90,2.91,
ma 18.01.2016 03:00 - 04:00,3.012,0.000,3.012,-22.50,2.92,
ma 18.01.2016 04:00 - 05:00,2.736,0.000,2.736,-21.80,3.19,
ma 18.01.2016 05:00 - 06:00,4.157,0.000,4.157,-20.50,4.30,
ma 18.01.2016 06:00 - 07:00,4.178,0.000,4.178,-20.10,6.20,
ma 18.01.2016 07:00 - 08:00,4.157,4.157,0.000,-20.30,8.20,
ma 18.01.2016 08:00 - 09:00,4.538,4.538,0.000,-19.40,11.79,
ma 18.01.2016 09:00 - 10:00,4.367,4.367,0.000,-19.20,11.70,
ma 18.01.2016 10:00 - 11:00,2.898,2.898,0.000,-19.40,11.78,
ma 18.01.2016 11:00 - 12:00,2.328,2.328,0.000,-19.30,6.37,
ma 18.01.2016 12:00 - 13:00,3.492,3.492,0.000,-19.40,6.21,
ma 18.01.2016 13:00 - 14:00,3.056,3.056,0.000,-20.50,7.16,
ma 18.01.2016 14:00 - 15:00,3.345,3.345,0.000,-20.50,7.32,
ma 18.01.2016 15:00 - 16:00,4.234,4.234,0.000,-20.40,8.69,
ma 18.01.2016 16:00 - 17:00,3.827,3.827,0.000,-21.40,11.78,
ma 18.01.2016 17:00 - 18:00,2.805,2.805,0.000,-21.60,11.79,
ma 18.01.2016 18:00 - 19:00,2.858,2.858,0.000,-21.80,11.79,
ma 18.01.2016 19:00 - 20:00,3.911,3.911,0.000,-21.80,9.19,
ma 18.01.2016 20:00 - 21:00,3.739,3.739,0.000,-22.80,6.21,
ma 18.01.2016 21:00 - 22:00,2.827,2.827,0.000,-23.60,4.34,
ma 18.01.2016 22:00 - 23:00,3.058,0.000,3.058,-24.30,4.36,
ma 18.01.2016 23:00 - 00:00,4.654,0.000,4.654,-24.70,4.01,
ti 19.01.2016 00:00 - 01:00,4.761,0.000,4.761,-26.00,3.46,
ti 19.01.2016 01:00 - 02:00,5.289,0.000,5.289,-26.00,3.04,
ti 19.01.2016 02:00 - 03:00,6.116,0.000,6.116,-26.60,2.93,
ti 19.01.2016 03:00 - 04:00,4.113,0.000,4.113,-26.80,2.89,
ti 19.01.2016 04:00 - 05:00,3.887,0.000,3.887,-26.80,2.95,
ti 19.01.2016 05:00 - 06:00,4.422,0.000,4.422,-26.90,4.08,
ti 19.01.2016 06:00 - 07:00,4.394,0.000,4.394,-26.70,4.59,
ti 19.01.2016 07:00 - 08:00,5.306,5.306,0.000,-26.70,6.21,
ti 19.01.2016 08:00 - 09:00,5.615,5.615,0.000,-26.60,8.68,
ti 19.01.2016 09:00 - 10:00,5.562,5.562,0.000,-26.50,9.18,
ti 19.01.2016 10:00 - 11:00,5.520,5.520,0.000,-25.60,8.30,
ti 19.01.2016 11:00 - 12:00,4.284,4.284,0.000,-25.30,7.60,
ti 19.01.2016 12:00 - 13:00,3.469,3.469,0.000,-24.60,7.62,
ti 19.01.2016 13:00 - 14:00,4.295,4.295,0.000,-24.00,7.31,
ti 19.01.2016 14:00 - 15:00,4.353,4.353,0.000,-23.60,7.26,
ti 19.01.2016 15:00 - 16:00,4.575,4.575,0.000,-24.40,7.14,
ti 19.01.2016 16:00 - 17:00,5.082,5.082,0.000,-24.70,9.19,
ti 19.01.2016 17:00 - 18:00,4.557,4.557,0.000,-24.80,16.58,
ti 19.01.2016 18:00 - 19:00,4.283,4.283,0.000,-25.00,22.76,
ti 19.01.2016 19:00 - 20:00,4.895,4.895,0.000,-25.00,12.41,
ti 19.01.2016 20:00 - 21:00,4.616,4.616,0.000,-24.70,7.14,
ti 19.01.2016 21:00 - 22:00,3.347,3.347,0.000,-24.70,5.98,
ti 19.01.2016 22:00 - 23:00,4.241,0.000,4.241,-24.90,4.67,
ti 19.01.2016 23:00 - 00:00,5.159,0.000,5.159,-24.80,4.07,
ke 20.01.2016 00:00 - 01:00,5.672,0.000,5.672,-24.20,3.61,
ke 20.01.2016 01:00 - 02:00,5.961,0.000,5.961,-23.90,3.23,
ke 20.01.2016 02:00 - 03:00,4.842,0.000,4.842,-22.60,3.17,
ke 20.01.2016 03:00 - 04:00,3.346,0.000,3.346,-23.10,3.20,
ke 20.01.2016 04:00 - 05:00,3.869,0.000,3.869,-22.80,3.07,
ke 20.01.2016 05:00 - 06:00,5.823,0.000,5.823,-23.20,3.77,
ke 20.01.2016 06:00 - 07:00,5.858,0.000,5.858,-23.10,4.37,
ke 20.01.2016 07:00 - 08:00,5.167,5.167,0.000,-23.80,6.09,
ke 20.01.2016 08:00 - 09:00,5.545,5.545,0.000,-23.60,7.14,
ke 20.01.2016 09:00 - 10:00,5.408,5.408,0.000,-23.40,8.69,
ke 20.01.2016 10:00 - 11:00,4.938,4.938,0.000,-23.20,8.06,
ke 20.01.2016 11:00 - 12:00,4.108,4.108,0.000,-22.60,7.49,
ke 20.01.2016 12:00 - 13:00,3.169,3.169,0.000,-22.60,7.13,
ke 20.01.2016 13:00 - 14:00,3.911,3.911,0.000,-22.30,7.27,
ke 20.01.2016 14:00 - 15:00,3.604,3.604,0.000,-21.60,7.14,
ke 20.01.2016 15:00 - 16:00,4.149,4.149,0.000,-21.00,7.14,
ke 20.01.2016 16:00 - 17:00,4.415,4.415,0.000,-20.60,8.68,
ke 20.01.2016 17:00 - 18:00,2.869,2.869,0.000,-20.70,10.65,
ke 20.01.2016 18:00 - 19:00,2.835,2.835,0.000,-20.70,13.69,
ke 20.01.2016 19:00 - 20:00,2.717,2.717,0.000,-20.80,10.05,
ke 20.01.2016 20:00 - 21:00,2.874,2.874,0.000,-22.00,8.68,
ke 20.01.2016 21:00 - 22:00,2.730,2.730,0.000,-22.10,6.21,
ke 20.01.2016 22:00 - 23:00,4.102,0.000,4.102,-22.90,4.97,
ke 20.01.2016 23:00 - 00:00,4.537,0.000,4.537,-23.90,4.16,
to 21.01.2016 00:00 - 01:00,3.554,0.000,3.554,-24.10,3.67,
to 21.01.2016 01:00 - 02:00,1.737,0.000,1.737,-25.20,3.68,
to 21.01.2016 02:00 - 03:00,1.547,0.000,1.547,-26.30,3.45,
to 21.01.2016 03:00 - 04:00,1.601,0.000,1.601,-27.10,3.30,
to 21.01.2016 04:00 - 05:00,3.160,0.000,3.160,-27.20,3.48,
to 21.01.2016 05:00 - 06:00,4.042,0.000,4.042,-28.20,4.37,
to 21.01.2016 06:00 - 07:00,3.484,0.000,3.484,-28.60,6.95,
to 21.01.2016 07:00 - 08:00,3.472,3.472,0.000,-29.20,11.78,
to 21.01.2016 08:00 - 09:00,2.459,2.459,0.000,-29.60,24.80,
to 21.01.2016 09:00 - 10:00,2.591,2.591,0.000,-29.90,26.57,
to 21.01.2016 10:00 - 11:00,3.972,3.972,0.000,-29.80,24.80,
to 21.01.2016 11:00 - 12:00,3.753,3.753,0.000,-29.30,16.13,
to 21.01.2016 12:00 - 13:00,3.274,3.274,0.000,-27.20,9.30,
to 21.01.2016 13:00 - 14:00,3.137,3.137,0.000,-26.50,7.61,
to 21.01.2016 14:00 - 15:00,2.965,2.965,0.000,-26.10,7.33,
to 21.01.2016 15:00 - 16:00,3.569,3.569,0.000,-26.70,7.44,
to 21.01.2016 16:00 - 17:00,4.951,4.951,0.000,-27.60,12.23,
to 21.01.2016 17:00 - 18:00,4.889,4.889,0.000,-27.70,24.80,
to 21.01.2016 18:00 - 19:00,4.444,4.444,0.000,-27.70,24.81,
to 21.01.2016 19:00 - 20:00,4.012,4.012,0.000,-27.70,24.78,
to 21.01.2016 20:00 - 21:00,3.848,3.848,0.000,-27.90,7.64,
to 21.01.2016 21:00 - 22:00,3.474,3.474,0.000,-28.00,6.21,
to 21.01.2016 22:00 - 23:00,5.400,0.000,5.400,-27.50,4.62,
to 21.01.2016 23:00 - 00:00,5.243,0.000,5.243,-27.10,3.99,
pe 22.01.2016 00:00 - 01:00,4.968,0.000,4.968,-26.40,3.48,
pe 22.01.2016 01:00 - 02:00,4.706,0.000,4.706,-25.50,3.39,
pe 22.01.2016 02:00 - 03:00,3.087,0.000,3.087,-25.30,3.38,
pe 22.01.2016 03:00 - 04:00,2.767,0.000,2.767,-23.90,3.24,
pe 22.01.2016 04:00 - 05:00,3.510,0.000,3.510,-21.50,3.25,
pe 22.01.2016 05:00 - 06:00,3.738,0.000,3.738,-19.60,3.99,
pe 22.01.2016 06:00 - 07:00,3.256,0.000,3.256,-18.60,5.30,
pe 22.01.2016 07:00 - 08:00,3.135,3.135,0.000,-17.40,10.55,
pe 22.01.2016 08:00 - 09:00,3.779,3.779,0.000,-16.10,11.79,
pe 22.01.2016 09:00 - 10:00,3.959,3.959,0.000,-14.60,14.88,
pe 22.01.2016 10:00 - 11:00,3.254,3.254,0.000,-13.50,14.87,
pe 22.01.2016 11:00 - 12:00,2.982,2.982,0.000,-12.80,6.95,
pe 22.01.2016 12:00 - 13:00,2.186,2.186,0.000,-11.50,6.21,
pe 22.01.2016 13:00 - 14:00,1.980,1.980,0.000,-11.00,6.21,
pe 22.01.2016 14:00 - 15:00,2.136,2.136,0.000,-9.80,7.14,
pe 22.01.2016 15:00 - 16:00,1.909,1.909,0.000,-8.20,6.54,
pe 22.01.2016 16:00 - 17:00,3.185,3.185,0.000,-6.20,7.15,
pe 22.01.2016 17:00 - 18:00,3.341,3.341,0.000,-5.30,8.67,
pe 22.01.2016 18:00 - 19:00,2.314,2.314,0.000,-5.10,8.68,
pe 22.01.2016 19:00 - 20:00,1.999,1.999,0.000,-4.70,7.15,
pe 22.01.2016 20:00 - 21:00,2.233,2.233,0.000,-4.30,4.41,
pe 22.01.2016 21:00 - 22:00,1.566,1.566,0.000,-3.70,3.99,
pe 22.01.2016 22:00 - 23:00,4.512,0.000,4.512,-3.70,4.31,
pe 22.01.2016 23:00 - 00:00,4.548,0.000,4.548,-4.20,3.79,
la 23.01.2016 00:00 - 01:00,2.477,0.000,2.477,-3.80,3.32,
la 23.01.2016 01:00 - 02:00,1.060,0.000,1.060,-3.80,3.43,
la 23.01.2016 02:00 - 03:00,1.078,0.000,1.078,-3.60,3.07,
la 23.01.2016 03:00 - 04:00,1.267,0.000,1.267,-3.30,2.85,
la 23.01.2016 04:00 - 05:00,1.930,0.000,1.930,-3.40,2.74,
la 23.01.2016 05:00 - 06:00,1.565,0.000,1.565,-3.50,3.07,
la 23.01.2016 06:00 - 07:00,1.177,0.000,1.177,-3.60,3.52,
la 23.01.2016 07:00 - 08:00,1.361,1.361,0.000,-4.20,3.39,
la 23.01.2016 08:00 - 09:00,1.483,1.483,0.000,-4.20,3.98,
la 23.01.2016 09:00 - 10:00,2.314,2.314,0.000,-4.40,3.98,
la 23.01.2016 10:00 - 11:00,3.004,3.004,0.000,-4.40,3.99,
la 23.01.2016 11:00 - 12:00,2.498,2.498,0.000,-4.20,3.84,
la 23.01.2016 12:00 - 13:00,2.428,2.428,0.000,-4.10,3.66,
la 23.01.2016 13:00 - 14:00,1.448,1.448,0.000,-4.40,3.53,
la 23.01.2016 14:00 - 15:00,1.223,1.223,0.000,-4.70,3.59,
la 23.01.2016 15:00 - 16:00,1.040,1.040,0.000,-4.90,3.71,
la 23.01.2016 16:00 - 17:00,1.288,1.288,0.000,-4.70,3.99,
la 23.01.2016 17:00 - 18:00,1.159,1.159,0.000,-4.60,5.76,
la 23.01.2016 18:00 - 19:00,1.769,1.769,0.000,-4.00,5.59,
la 23.01.2016 19:00 - 20:00,2.277,2.277,0.000,-5.70,5.78,
la 23.01.2016 20:00 - 21:00,1.526,1.526,0.000,-6.60,3.97,
la 23.01.2016 21:00 - 22:00,1.208,1.208,0.000,-7.10,3.46,
la 23.01.2016 22:00 - 23:00,3.259,0.000,3.259,-7.30,3.47,
la 23.01.2016 23:00 - 00:00,4.116,0.000,4.116,-8.30,3.34,
su 24.01.2016 00:00 - 01:00,1.376,0.000,1.376,-6.80,3.07,
su 24.01.2016 01:00 - 02:00,2.141,0.000,2.141,-6.10,2.70,
su 24.01.2016 02:00 - 03:00,2.302,0.000,2.302,-5.60,2.60,
su 24.01.2016 03:00 - 04:00,1.825,0.000,1.825,-4.90,2.57,
su 24.01.2016 04:00 - 05:00,1.632,0.000,1.632,-4.50,2.55,
su 24.01.2016 05:00 - 06:00,2.156,0.000,2.156,-4.20,2.56,
su 24.01.2016 06:00 - 07:00,1.888,0.000,1.888,-3.90,2.61,
su 24.01.2016 07:00 - 08:00,2.406,2.406,0.000,-3.90,2.59,
su 24.01.2016 08:00 - 09:00,2.741,2.741,0.000,-4.10,2.65,
su 24.01.2016 09:00 - 10:00,1.562,1.562,0.000,-4.20,2.73,
su 24.01.2016 10:00 - 11:00,1.252,1.252,0.000,-4.00,2.79,
su 24.01.2016 11:00 - 12:00,1.602,1.602,0.000,-4.00,3.07,
su 24.01.2016 12:00 - 13:00,1.172,1.172,0.000,-4.00,3.15,
su 24.01.2016 13:00 - 14:00,1.557,1.557,0.000,-3.80,3.09,
su 24.01.2016 14:00 - 15:00,2.155,2.155,0.000,-3.80,3.07,
su 24.01.2016 15:00 - 16:00,2.300,2.300,0.000,-3.90,3.07,
su 24.01.2016 16:00 - 17:00,1.440,1.440,0.000,-4.00,3.27,
su 24.01.2016 17:00 - 18:00,2.319,2.319,0.000,-4.20,3.98,
su 24.01.2016 18:00 - 19:00,2.834,2.834,0.000,-4.10,3.99,
su 24.01.2016 19:00 - 20:00,2.989,2.989,0.000,-4.20,4.07,
su 24.01.2016 20:00 - 21:00,2.763,2.763,0.000,-4.30,3.39,
su 24.01.2016 21:00 - 22:00,2.416,2.416,0.000,-4.50,3.26,
su 24.01.2016 22:00 - 23:00,3.570,0.000,3.570,-4.70,3.50,
su 24.01.2016 23:00 - 00:00,4.446,0.000,4.446,-4.70,3.42,
ma 25.01.2016 00:00 - 01:00,4.516,0.000,4.516,-4.70,2.93,
ma 25.01.2016 01:00 - 02:00,2.502,0.000,2.502,-4.80,2.49,
ma 25.01.2016 02:00 - 03:00,2.361,0.000,2.361,-4.80,2.44,
ma 25.01.2016 03:00 - 04:00,2.385,0.000,2.385,-4.90,2.44,
ma 25.01.2016 04:00 - 05:00,1.910,0.000,1.910,-4.90,2.48,
ma 25.01.2016 05:00 - 06:00,1.820,0.000,1.820,-4.80,3.33,
ma 25.01.2016 06:00 - 07:00,3.204,0.000,3.204,-4.70,4.08,
ma 25.01.2016 07:00 - 08:00,2.897,2.897,0.000,-5.10,5.56,
ma 25.01.2016 08:00 - 09:00,2.781,2.781,0.000,-5.40,7.11,
ma 25.01.2016 09:00 - 10:00,2.499,2.499,0.000,-6.30,5.42,
ma 25.01.2016 10:00 - 11:00,2.030,2.030,0.000,-7.20,5.18,
ma 25.01.2016 11:00 - 12:00,1.987,1.987,0.000,-7.40,4.16,
ma 25.01.2016 12:00 - 13:00,2.016,2.016,0.000,-6.30,3.97,
ma 25.01.2016 13:00 - 14:00,1.994,1.994,0.000,-5.90,5.25,
ma 25.01.2016 14:00 - 15:00,2.597,2.597,0.000,-5.90,4.55,
ma 25.01.2016 15:00 - 16:00,3.175,3.175,0.000,-5.90,4.70,
ma 25.01.2016 16:00 - 17:00,2.971,2.971,0.000,-5.80,4.58,
ma 25.01.2016 17:00 - 18:00,1.817,1.817,0.000,-5.60,5.32,
ma 25.01.2016 18:00 - 19:00,2.333,2.333,0.000,-5.10,4.85,
ma 25.01.2016 19:00 - 20:00,2.383,2.383,0.000,-5.00,5.49,
ma 25.01.2016 20:00 - 21:00,2.929,2.929,0.000,-5.20,3.96,
ma 25.01.2016 21:00 - 22:00,3.291,3.291,0.000,-5.30,3.47,
ma 25.01.2016 22:00 - 23:00,3.173,0.000,3.173,-5.60,3.38,
ma 25.01.2016 23:00 - 00:00,4.472,0.000,4.472,-5.80,3.07,
ti 26.01.2016 00:00 - 01:00,4.419,0.000,4.419,-6.30,2.25,
ti 26.01.2016 01:00 - 02:00,4.899,0.000,4.899,-6.80,2.10,
ti 26.01.2016 02:00 - 03:00,3.723,0.000,3.723,-6.60,2.04,
ti 26.01.2016 03:00 - 04:00,2.640,0.000,2.640,-6.30,1.97,
ti 26.01.2016 04:00 - 05:00,1.768,0.000,1.768,-6.10,1.97,
ti 26.01.2016 05:00 - 06:00,1.952,0.000,1.952,-5.80,2.97,
ti 26.01.2016 06:00 - 07:00,3.080,0.000,3.080,-5.30,3.96,
ti 26.01.2016 07:00 - 08:00,2.761,2.761,0.000,-4.70,4.28,
ti 26.01.2016 08:00 - 09:00,2.658,2.658,0.000,-4.40,5.44,
ti 26.01.2016 09:00 - 10:00,2.710,2.710,0.000,-4.10,4.03,
ti 26.01.2016 10:00 - 11:00,1.642,1.642,0.000,-3.70,4.28,
ti 26.01.2016 11:00 - 12:00,1.608,1.608,0.000,-3.50,3.35,
ti 26.01.2016 12:00 - 13:00,2.044,2.044,0.000,-3.20,3.28,
ti 26.01.2016 13:00 - 14:00,2.653,2.653,0.000,-2.50,4.09,
ti 26.01.2016 14:00 - 15:00,3.003,3.003,0.000,-2.20,3.90,
ti 26.01.2016 15:00 - 16:00,2.555,2.555,0.000,-2.00,3.96,
ti 26.01.2016 16:00 - 17:00,2.279,2.279,0.000,-1.30,3.96,
ti 26.01.2016 17:00 - 18:00,2.080,2.080,0.000,-0.40,4.88,
ti 26.01.2016 18:00 - 19:00,2.186,2.186,0.000,-1.00,4.95,
ti 26.01.2016 19:00 - 20:00,3.062,3.062,0.000,-0.90,5.48,
ti 26.01.2016 20:00 - 21:00,2.448,2.448,0.000,-1.10,3.34,
ti 26.01.2016 21:00 - 22:00,1.674,1.674,0.000,-1.60,2.86,
ti 26.01.2016 22:00 - 23:00,3.974,0.000,3.974,-2.00,2.95,
ti 26.01.2016 23:00 - 00:00,4.334,0.000,4.334,-2.40,2.16,
ke 27.01.2016 00:00 - 01:00,3.787,0.000,3.787,-2.80,1.99,
ke 27.01.2016 01:00 - 02:00,2.237,0.000,2.237,-2.80,1.83,
ke 27.01.2016 02:00 - 03:00,2.238,0.000,2.238,-3.10,1.78,
ke 27.01.2016 03:00 - 04:00,1.827,0.000,1.827,-2.70,1.72,
ke 27.01.2016 04:00 - 05:00,1.541,0.000,1.541,-3.40,1.75,
ke 27.01.2016 05:00 - 06:00,2.170,0.000,2.170,-3.30,3.28,
ke 27.01.2016 06:00 - 07:00,5.826,0.000,5.826,-2.30,4.49,
ke 27.01.2016 07:00 - 08:00,3.295,3.295,0.000,-2.30,3.91,
ke 27.01.2016 08:00 - 09:00,4.501,4.501,0.000,-1.50,5.04,
ke 27.01.2016 09:00 - 10:00,1.655,1.655,0.000,-1.00,3.91,
ke 27.01.2016 10:00 - 11:00,1.184,1.184,0.000,-0.60,3.91,
ke 27.01.2016 11:00 - 12:00,1.305,1.305,0.000,-0.20,3.07,
ke 27.01.2016 12:00 - 13:00,1.639,1.639,0.000,0.10,3.91,
ke 27.01.2016 13:00 - 14:00,2.202,2.202,0.000,0.20,4.67,
ke 27.01.2016 14:00 - 15:00,2.221,2.221,0.000,0.50,3.91,
ke 27.01.2016 15:00 - 16:00,1.320,1.320,0.000,0.60,3.91,
ke 27.01.2016 16:00 - 17:00,2.080,2.080,0.000,0.50,4.31,
ke 27.01.2016 17:00 - 18:00,1.545,1.545,0.000,0.60,6.19,
ke 27.01.2016 18:00 - 19:00,2.079,2.079,0.000,0.50,4.45,
ke 27.01.2016 19:00 - 20:00,2.817,2.817,0.000,0.50,5.20,
ke 27.01.2016 20:00 - 21:00,2.142,2.142,0.000,0.30,3.91,
ke 27.01.2016 21:00 - 22:00,1.213,1.213,0.000,0.60,3.03,
ke 27.01.2016 22:00 - 23:00,3.638,0.000,3.638,0.20,3.21,
ke 27.01.2016 23:00 - 00:00,4.722,0.000,4.722,0.30,2.60,
to 28.01.2016 00:00 - 01:00,2.562,0.000,2.562,0.30,1.87,
to 28.01.2016 01:00 - 02:00,2.137,0.000,2.137,0.20,1.87,
to 28.01.2016 02:00 - 03:00,2.076,0.000,2.076,0.00,1.81,
